canonical_smiles,standard_value
COc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,910.0
COc1cccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)c1,920.0
COc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,930.0
Clc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,910.0
c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,410.0
COc1ccc(-c2csc(Nc3ccc(C)cc3)n2)cc1,810.0
COc1ccc(Nc2nc(-c3ccc(OC)cc3)cs2)cc1,1370.0
COc1ccc(Nc2nc(-c3ccc(C)c(C)c3)cs2)cc1,1200.0
CN(c1ccc(O)cc1)c1nc(-c2ccc(Cl)cc2)cs1,1080.0
COc1cccc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1,1390.0
Clc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,840.0
NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,120.0
CC(C(=O)O)c1ccc(N[C@H]2CCC[C@@H]2O)cc1F,14000.0
CC(C(=O)O)c1ccc(NC2CCCC2)cc1F,21300.0
CC(C(=O)O)c1ccc(OC2CCCC2=O)cc1F,24100.0
CC(C(=O)O)c1ccc(OC2CCCC2)cc1F,26300.0
CC(C(=O)O)c1ccc(Cc2ccco2)cc1F,4100.0
CC(C(=O)O)c1ccc(Cc2cccs2)cc1F,13000.0
CC(C(=O)O)c1ccc(Cc2ccoc2)cc1F,4000.0
CC(C(=O)O)c1ccc(Cc2ccsc2)cc1F,8300.0
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,78200.0
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,45500.0
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,63000.0
Cc1ccc(C2SCC(=O)N2Nc2ccc(S(N)(=O)=O)cc2)cc1,24500.0
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,51800.0
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,20000.0
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,121700.0
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,45400.0
Cc1ccc(C2SCC(=O)N2Nc2ccc(S(C)(=O)=O)cc2)cc1,14400.0
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,37800.0
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,27000.0
Cc1c(Cl)cccc1NC(=O)C(C)Oc1cc(=O)oc2ccccc12,74910.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)NCc1ccccc1,13190.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(F)cc1F,16830.0
COc1ccc(NC(=O)C(C)Oc2cc(=O)oc3ccccc23)cc1,38710.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cc1C#N,50250.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCOCC1,69940.0
COC(=O)C(CC(C)C)NC(=O)C(C)Oc1cc(=O)oc2ccccc12,8250.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1cccc2c(=O)[nH]ccc12,1020.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(N2CCOCC2=O)cc1,12640.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccncc1,52390.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)NC12CC3CC(C)(CC(C)(C3)C1)C2,8430.0
O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(F)cc2)=N1,19400.0
O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccccc2Cl)=N1,18400.0
Cc1ccccc1C1CC(c2ccc(Cl)c(Cl)c2)=NN1C1=NC(=O)CS1,16300.0
O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2cccc(Cl)c2)=N1,16100.0
O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Cl)cc2)=N1,11700.0
O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Br)cc2)=N1,7600.0
Cc1cccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)c1,7200.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3Cl)C2)cc1C,7200.0
COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,6800.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1C,6400.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3C)C2)cc1C,6300.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3cccc(Cl)c3)C2)cc1C,5200.0
Cc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,4700.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1C,4500.0
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,2900.0
O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccccc2)=N1,2700.0
Cc1cccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)c1,2700.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1C,1800.0
Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,1200.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1C,500.0
C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,2500.0
C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,46500.0
C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,5300.0
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,27800.0
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,72300.0
COc1ccc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)cc1,10000.0
Cc1ccc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)cc1,12800.0
Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,3980.0
CS(=O)(=O)c1ccc(-c2nc(NCCCc3cccs3)cc(C(F)(F)F)n2)cc1,1210.0
CS(=O)(=O)c1ccc(-c2nc(NC3CC=CCC3)cc(C(F)(F)F)n2)cc1,32.9
Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1,120000.0
CS(=O)(=O)c1ccc(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,2000.0
CS(=O)(=O)c1ccc(C=C(c2ccc(F)cc2)c2ccc(F)cc2)cc1,32000.0
Cc1ccc(C(=Cc2ccc(S(C)(=O)=O)cc2)c2ccc(C)cc2)cc1,31600.0
CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(Cl)cc2)cc1,114.0
CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)c(F)c2)cc1,970.0
CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,32.0
Cc1ccc(/C(=C/c2ccc(S(C)(=O)=O)cc2)c2ccccc2)cc1,120.0
CCCC/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3300.0
CC/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,32000.0
C/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3600.0
CCCC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,360.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)cc1,2100.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)cc1,320.0
CC(C)Oc1ccc(-c2ccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)cc2)cc1,320.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(F)cc3F)cc2)cc1,320.0
CC(=O)Nc1ccc(/C(=C\c2ccc(S(C)(=O)=O)cc2)C(=O)O)cc1,2500.0
CC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,1770.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(O)cc2)cc1,5300.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(F)cc2)cc1,36000.0
CCCCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,150.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(Br)c2)cc1,310.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccccc2)cc1,3000.0
CC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,30.0
CCCCCCC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,7900.0
CCCCC(=C(c1ccccc1)c1ccccc1)c1ccccc1,7900.0
CS(=O)(=O)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,310.0
CC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,630.0
CCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,2000.0
CC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,280.0
CCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,1000.0
CCCCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,110.0
C/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,33100.0
CC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,1800.0
CCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,320.0
CCCCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,30.0
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1CCNS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1,3900.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)cc2)cc1,1100.0
CN(C)c1cccc2c(S(=O)(=O)NCCNS(=O)(=O)c3ccc(C4=C(c5ccc(Cl)cc5)C(=O)OC4)cc3)cccc12,7200.0
CC(C)Cc1ccc(C(C)C(=O)OCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1,9200.0
COc1ccc2cc([C@H](C)C(=O)n3c4ccccc4c(=O)c4ccccc43)ccc2c1,9800.0
CC(C)Cc1ccc(C(C)C(=O)n2c3ccccc3c(=O)c3ccccc32)cc1,1800.0
O=c1c2ccccc2n(CCOS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2ccccc12,590.0
CC(=O)Oc1ccccc1C(=O)OCCn1c2ccccc2c(=O)c2ccccc21,21200.0
COc1ccc2cc([C@H](C)C(=O)OCCn3c4ccccc4c(=O)c4ccccc43)ccc2c1,6800.0
CC(C)Cc1ccc(C(C)C(=O)OCCn2c3ccccc3c(=O)c3ccccc32)cc1,670.0
O=C(N[C@H]1CCC[C@@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,934.0
O=C(N[C@@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,27400.0
O=C(N[C@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,76600.0
O=C(N[C@H]1CC[C@@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,11100.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)O)cc1,6890.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC2)cc1,8870.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCSCC2)cc1,8010.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1,1880.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCN(C)CC2)cc1,5780.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(c3ccccc3)CC2)cc1,8570.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(Cl)CC2)cc1,1450.0
CCC1CCCCN1C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,10280.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CC(C)CC(C)C2)cc1,1980.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(C)CC2)cc1,10280.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1,7090.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2C)cc1,6690.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2)cc1,23160.0
C=CCN(CC=C)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,8010.0
CCCCCCN(CCCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,9080.0
CCCCCN(CCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,16430.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(CC(C)C)CC(C)C)cc1,6840.0
CCCCN(CCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,10080.0
CCCN(CCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,8060.0
CCN(CC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,4670.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(C)C)cc1,12980.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1,6660.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCN2CCOCC2)cc1,8920.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCc2ccco2)cc1,9670.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CCCCC2)cc1,5090.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CC2)cc1,12960.0
CCC(C)NC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,4560.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCC(C)C)cc1,15090.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)(C)C)cc1,11120.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)C)cc1,2010.0
C#CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,9080.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCCl)cc1,1270.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCl)cc1,1360.0
CCCCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,20090.0
CCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,8990.0
CCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,1020.0
CCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,6750.0
CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,12360.0
Cc1c(CCOCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,400.0
Cc1c(CCOCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,640.0
CCS(=O)(=O)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,320.0
CCS(=O)(=O)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,310.0
CCS(=O)(=O)c1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,240.0
CCSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,110.0
CCSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,80.0
CCSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,50.0
CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(Cl)cc2)cc1,310.0
CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(F)cc2)cc1,280.0
CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccccc2)cc1,280.0
CSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,100.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,70.0
CSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,60.0
Cc1onc(-c2ccc(Br)o2)c1-c1ccccc1,34000.0
Cc1onc(-c2ccco2)c1-c1ccccc1,20440.0
Cc1ccc(-c2noc(C)c2-c2ccccc2)o1,68200.0
Cc1onc(-c2ccc(Cl)o2)c1-c1ccc(F)cc1,17200.0
Cc1onc(-c2ccccc2Cl)c1-c1ccccc1,1100.0
Cc1onc(-c2cccc(Cl)c2)c1-c1ccccc1,270.0
COc1ccc2c(c1)c(CC(=O)O)c(C(F)(F)F)n2C(=O)c1ccc(Cl)cc1,150.0
Cc1c(/C=N\O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,17300.0
Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,14800.0
Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,1300.0
COc1ccc(-c2cn(CCc3ccc(S(N)(=O)=O)cc3)nn2)cc1,27000.0
Cc1ccc(-c2cn(CCc3ccc(S(N)(=O)=O)cc3)nn2)cc1,3400.0
NS(=O)(=O)c1ccc(CCn2cc(-c3ccc(Cl)cc3)nn2)cc1,170.0
NS(=O)(=O)c1ccc(CCn2cc(-c3ccc(F)cc3)nn2)cc1,1000.0
NS(=O)(=O)c1ccc(CCn2cc(-c3ccccc3)nn2)cc1,1100.0
COc1ccc(-c2cn(Cc3ccc(S(N)(=O)=O)cc3)nn2)cc1,13000.0
Cc1ccc(-c2cn(Cc3ccc(S(N)(=O)=O)cc3)nn2)cc1,1200.0
NS(=O)(=O)c1ccc(Cn2cc(-c3ccc(Cl)cc3)nn2)cc1,28000.0
NS(=O)(=O)c1ccc(Cn2cc(-c3ccc(F)cc3)nn2)cc1,1500.0
NS(=O)(=O)c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,6500.0
COc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,11000.0
Cc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,14000.0
NS(=O)(=O)c1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1,1300.0
NS(=O)(=O)c1ccc(-n2cc(-c3ccc(F)cc3)nn2)cc1,13500.0
NS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,1300.0
Cc1ccc2c(c1)oc(=O)n2Cc1cn(-c2ccc(Cl)cc2)nn1,5600.0
Cc1ccc2c(c1)oc(=O)n2Cc1cn(-c2ccc(F)cc2)nn1,2400.0
Cc1ccc2oc(=O)n(Cc3cn(-c4ccc(Br)cc4)nn3)c2c1,2780.0
Cc1ccc2c(c1)oc(=O)n2Cc1cn(-c2ccccc2Cl)nn1,3600.0
O=c1oc2ccc(Cl)cc2n1Cc1cn(-c2ccc(Cl)cc2)nn1,2700.0
O=c1oc2ccc(Cl)cc2n1Cc1cn(-c2ccccc2F)nn1,3100.0
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,25500.0
O=C1/C(=C\c2cn(CCCOc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)c3ccccc23)c2ccccc2N1c1c(Cl)cccc1Cl,7300.0
O=C1Nc2ccccc2/C1=C/c1cn(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,7900.0
CC1=NN(c2cccc(Cl)c2)C(=O)/C1=C\c1cn(CCCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,6200.0
CC1=NN(c2cccc(Cl)c2)C(=O)/C1=C\c1cn(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,700.0
CC(C)(C)c1cc(/C=N/NC(=O)c2ccccc2)c(O)c(C(C)(C)C)c1,6490.0
CC(C)(C)c1cc(/C=N/NC(=O)c2ccncc2)c(O)c(C(C)(C)C)c1,7110.0
CC(C)(C)c1cc(/C=N/NC(=O)c2ccccc2O)c(O)c(C(C)(C)C)c1,5130.0
CC(C)(C)c1cc(/C=N/NC(=O)c2cccnc2)c(O)c(C(C)(C)C)c1,8800.0
Cc1c(C(N)C(=O)NCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,13700.0
Cc1c(C(N)C(=O)NCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,21000.0
Cc1c(CC(=O)NCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1400.0
Cc1c(CC(=O)NCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1700.0
O=S(=O)(Nc1ccncc1Nc1ccc(F)c(Br)c1)C(F)(F)F,2270.0
O=S(=O)(Nc1ccncc1Nc1ccc(F)c(Cl)c1)C(F)(F)F,1570.0
Cc1cc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)ccc1Br,300.0
Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br,90.0
Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Cl,1960.0
Cc1ccc(Nc2cnccc2NS(C)(=O)=O)cc1C,30740.0
Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1C,550.0
Cc1cc(C)cc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,1040.0
O=S(=O)(Nc1ccncc1Nc1ccccc1)C1CC1,35090.0
O=S(=O)(C1CC1)N(c1ccncc1Nc1ccccc1)S(=O)(=O)C1CC1,56760.0
N#Cc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,36230.0
O=S(=O)(Nc1ccncc1Nc1cccc(I)c1)C(F)(F)F,260.0
CS(=O)(=O)Nc1ccncc1Nc1ccc(F)cc1,20680.0
CS(=O)(=O)Nc1ccncc1Nc1cccc(F)c1,10050.0
O=S(=O)(Nc1ccncc1Nc1ccc(F)cc1)C(F)(F)F,300.0
O=S(=O)(Nc1ccncc1Nc1cccc(F)c1)C(F)(F)F,240.0
COc1cc2occc2c(OC)c1-c1cc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,340.0
COc1cc2occc2c(OC)c1-c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,460.0
COc1cc2occc2c(OC)c1-c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,26000.0
COc1cc2occc2c(OC)c1-c1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,35000.0
COc1c(-c2cc(-c3cccnc3)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)c(OC)c2occc12,360.0
COc1c(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)c(OC)c2occc12,520.0
COc1c(-c2cc(-c3cccnc3)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,400.0
COc1c(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,7000.0
COc1c(-c2cc(C)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,7500.0
CNC(=O)c1nc(-c2cc(OC)c(OC)c(OC)c2)n(-c2ccc(OC)cc2)n1,68200.0
COc1ccc(-n2nc(C(=O)NN)nc2-c2cc(OC)c(OC)c(OC)c2)cc1,46300.0
Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)NC2=O)cc1,1500.0
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)NC2=O)cc1,1200.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)C(=O)NC2=O)cc1,26000.0
CN1C(=O)C(c2ccccc2)=C(c2ccc(S(N)(=O)=O)cc2)C1=O,36.0
Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,85.0
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,53.0
CN1C(=O)C(c2ccc(Cl)cc2)=C(c2ccc(S(N)(=O)=O)cc2)C1=O,6.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,130.0
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,6840.0
Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)COC2=O)cc1,300.0
Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)COC2=O)cc1,110.0
CCOC(=O)/C(=C/c1cccc(Cl)c1)CSc1nc(C)cc(C)n1,5880.0
CCOC(=O)/C(=C/c1ccc(Br)cc1)CSc1nc(C)cc(C)n1,3170.0
COC(=O)/C(=C/c1ccc(C(F)(F)F)cc1)CSc1nc2ccccc2o1,2950.0
